alloy,fold,setting,model,r2,mae,pearson_r,pearson_p,n_train,n_test,n_features,elapsed_s
AZ91,1,far_unfilt,RF,0.2198073783595504,104.73860656613758,0.7963350719626604,0.0003815125452512,4854,15,2096.0,1489.0
AZ91,2,close_filt,ChemProp,0.1912724218916077,132.23529118696848,0.4698023040775577,0.0772285350119827,812,15,43.0,49.1
AZ91,2,close_filt,GBR,0.4167739776744854,113.72275022046192,0.7904372522104071,0.0004523249314634,812,15,2091.0,96.4
AZ91,2,close_filt,kNN_Tan,0.3347067167413347,119.66010286226768,0.5866127051053529,0.0215261833889048,812,15,2091.0,0.0
AZ91,2,close_filt,MLP,0.1593003572426706,148.13011614481607,0.5005860479821732,0.0573596811962224,812,15,2091.0,177.0
AZ91,2,close_filt,RF,0.427123615482084,104.4016386666667,0.829712798697664,0.0001298761457383,812,15,2091.0,54.9
AZ91,2,close_unfilt,ChemProp,0.4814781139118583,108.59850786924362,0.798783171941246,0.0003549148981947,899,15,43.0,111.1
AZ91,2,close_unfilt,GBR,0.906266932582074,47.31985435825337,0.9773573486247932,3.774019829389067e-10,899,15,2091.0,102.3
AZ91,2,close_unfilt,kNN_Tan,0.6181280196397758,85.97132770803276,0.9540535681872264,3.5478000939441934e-08,899,15,2091.0,0.0
AZ91,2,close_unfilt,MLP,0.9082755338089672,40.37151222229004,0.9632621497024588,8.477200311966656e-09,899,15,2091.0,276.4
AZ91,2,close_unfilt,RF,0.7261343793693629,73.996364,0.9364134335173446,2.8088787311316284e-07,899,15,2091.0,149.9
AZ91,2,exact,ChemProp,-0.0033358935500613,162.04562632242838,0.3538282202230613,0.1957242138378125,60,15,3.0,48.3
AZ91,2,exact,GBR,0.4976474986509099,100.13156209434553,0.8334018363149687,0.0001137084121456,60,15,2051.0,4.2
AZ91,2,exact,kNN_Tan,0.3642555490843498,113.25278599557656,0.6909068980626877,0.0043432172795764,60,15,2051.0,0.0
AZ91,2,exact,MLP,0.1370428060301569,159.06763509114583,0.7068922447682309,0.0032111310500247,60,15,2051.0,20.2
AZ91,2,exact,RF,0.2859941511263179,113.56616,0.8130528006825241,0.0002282814152733,60,15,2051.0,11.6
AZ91,2,far_filt,ChemProp,0.2456622897945992,133.28268993695576,0.5339088096374984,0.0403657465880434,4732,15,48.0,660.0
AZ91,2,far_filt,GBR,0.3874013387969613,126.96834599791303,0.7014432170537137,0.0035668012734498,4732,15,2096.0,2082.0
AZ91,2,far_filt,kNN_Tan,0.2877264681831689,108.89264217547536,0.9006451924358392,4.678726933488371e-06,4732,15,2096.0,0.1
AZ91,2,far_filt,MLP,0.1102794294973643,123.90901789665222,0.5502276150382953,0.033566880188284,4732,15,2096.0,309.8
AZ91,2,far_filt,RF,0.4255852830052316,104.74085600000004,0.8278147339929554,0.0001389035946713,4732,15,2096.0,1502.3
AZ91,2,far_unfilt,ChemProp,0.7333150285604227,92.27654878298442,0.8840178403702578,1.2273445877068835e-05,4854,15,48.0,418.3
AZ91,2,far_unfilt,GBR,0.8522548737861653,68.30924871627646,0.9627281649105016,9.298806730240528e-09,4854,15,2096.0,2175.2
AZ91,2,far_unfilt,kNN_Tan,0.835121072126039,60.47346076613042,0.983655728283594,4.6049325155142994e-11,4854,15,2096.0,0.0
AZ91,2,far_unfilt,MLP,0.9606783606995754,30.40876134236653,0.983520640300792,4.856444880299654e-11,4854,15,2096.0,1146.5
AZ91,2,far_unfilt,RF,0.6883069831825779,76.97231777777779,0.9277655330728508,6.29938612644138e-07,4854,15,2096.0,1483.5
AZ91,3,close_filt,ChemProp,0.2106020371107697,130.87326552073162,0.4970487026696602,0.0594290986839047,799,15,43.0,47.5
AZ91,3,close_filt,GBR,0.043916680596084,138.22889598518077,0.4044343222197705,0.1348541097232967,799,15,2091.0,94.6
AZ91,3,close_filt,kNN_Tan,0.0811958467050241,142.9609708902,0.4073204157014906,0.1318278271439696,799,15,2091.0,0.0
AZ91,3,close_filt,MLP,0.0558113646726403,163.93746325174968,0.4222325289283273,0.1169271283929981,799,15,2091.0,261.0
AZ91,3,close_filt,RF,0.0601149381358339,132.2573626666667,0.4112173489037543,0.1278154253453328,799,15,2091.0,55.3
AZ91,3,close_unfilt,ChemProp,0.3617765237759099,122.54487085342409,0.8076073123461104,0.0002712888013599,899,15,43.0,109.1
AZ91,3,close_unfilt,GBR,0.7922854122465146,62.21081024806696,0.9470619244825642,8.758581304647636e-08,899,15,2091.0,95.8
